,Name,Gender,Age,Nationality,Years_Active,Genre_Niche,Beauty_Level,Skills,Education,Award_Wins,Media_Mentions,Social_Media_Followers,Social_Media_Likes,Network_Size,MBTI_Personality,Income_Per_Year,First_Name,Last_Name,Genre_Niche_1,Genre_Niche_2,Skill_1,Skill_2,Skill_3
256,Sergei Smirnov,Male,30,Russian,8,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3.0,450.0,950000.0,50000.0,4.0,INFJ,220000,Sergei, Smirnov,Food & Cooking,,Cooking, Recipe Development, Food Blogging
257,Anastasia Ivanova,Female,28,Russian,5,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2.0,400.0,850000.0,45000.0,4.0,ISTP,180000,Anastasia, Ivanova,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
258,Dmitri Smirnov,Male,33,Russian,8,Gaming & Esports,7,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,3.0,500.0,1000000.0,60000.0,5.0,ESTJ,250000,Dmitri, Smirnov,Gaming & Esports,,Gaming Skills, Strategy, Esports Commentary
259,Irina Petrova,Female,29,Russian,6,Fashion & Beauty,8,"Fashion Design, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,3.0,500.0,1000000.0,60000.0,5.0,ENTP,250000,Irina, Petrova,Fashion & Beauty,,Fashion Design, Makeup Artistry, Fashion Blogging
260,Alexei Romanov,Male,30,Russian,7,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ESFP,280000,Alexei, Romanov,Music,,Singing, Songwriting, Music Production
261,Nina Ivanova,Female,27,Russian,6,Beauty & Makeup,8,"Makeup Artistry, Skincare, Beauty Blogging",Bachelor's Degree in Cosmetology,2.0,350.0,800000.0,40000.0,4.0,INFJ,150000,Nina, Ivanova,Beauty & Makeup,,Makeup Artistry, Skincare, Beauty Blogging
262,Ivan Smirnov,Male,34,Russian,8,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3.0,450.0,950000.0,50000.0,4.0,ESTJ,220000,Ivan, Smirnov,Comedy,,Stand-up Comedy, Improvisation, Writing
263,Yulia Petrova,Female,29,Russian,6,Food & Cooking,8,"Culinary Skills, Recipe Development, Food Styling",Culinary School,3.0,450.0,950000.0,50000.0,4.0,ENFJ,220000,Yulia, Petrova,Food & Cooking,,Culinary Skills, Recipe Development, Food Styling
264,Andrei Gupta,Male,30,Russian,7,Travel & Adventure,7,"Travel Photography, Blogging, Adventure Sports",Bachelor's Degree in Tourism,2.0,400.0,850000.0,45000.0,4.0,INTP,200000,Andrei, Gupta,Travel & Adventure,,Travel Photography, Blogging, Adventure Sports
265,Olga Ivanova,Female,28,Russian,6,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ENFP,230000,Olga, Ivanova,Music,,Singing, Songwriting, Music Production
266,Igor Smirnov,Male,35,Russian,8,Fashion & Beauty,7,"Fashion Styling, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,3.0,500.0,1000000.0,60000.0,5.0,ISTJ,250000,Igor, Smirnov,Fashion & Beauty,,Fashion Styling, Makeup Artistry, Fashion Blogging
267,Ahmed Hassan,Male,32,Egyptian,7,Fashion & Beauty,8,"Fashion Styling, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,3.0,450.0,950000.0,50000.0,4.0,ISFJ,180000,Ahmed, Hassan,Fashion & Beauty,,Fashion Styling, Makeup Artistry, Fashion Blogging
268,Noura Khalifa,Female,29,Saudi Arabian,6,Technology,9,"Software Engineering, Artificial Intelligence, Data Science",Master's Degree in Computer Science,4.0,600.0,1200000.0,70000.0,5.0,INTJ,250000,Noura, Khalifa,Technology,,Software Engineering, Artificial Intelligence, Data Science
269,Jasmin Al-Farsi,Female,31,Omani,8,Lifestyle & Wellness,7,"Yoga, Meditation, Holistic Health",Bachelor's Degree in Psychology,3.0,500.0,1000000.0,60000.0,5.0,INFJ,220000,Jasmin, Al-Farsi,Lifestyle & Wellness,,Yoga, Meditation, Holistic Health
270,Rashid Khan,Male,35,Pakistani,9,Food & Cooking,8,"Culinary Skills, Recipe Development, Food Styling",Culinary School,4.0,550.0,1100000.0,65000.0,5.0,ESTJ,280000,Rashid, Khan,Food & Cooking,,Culinary Skills, Recipe Development, Food Styling
271,Leila Mahmoud,Female,30,Egyptian,7,Travel & Adventure,7,"Travel Photography, Blogging, Adventure Sports",Bachelor's Degree in Tourism,2.0,400.0,850000.0,45000.0,4.0,ENTP,200000,Leila, Mahmoud,Travel & Adventure,,Travel Photography, Blogging, Adventure Sports
272,Karim Al-Maktoum,Male,28,Emirati,5,Gaming & Esports,9,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2.0,300.0,700000.0,35000.0,4.0,ISFP,150000,Karim, Al-Maktoum,Gaming & Esports,,Gaming Skills, Strategy, Esports Commentary
273,Sara Al-Saud,Female,31,Saudi Arabian,8,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ENFP,230000,Sara, Al-Saud,Music,,Singing, Songwriting, Music Production
274,Omar Al-Khaleel,Male,30,Kuwaiti,8,Fashion & Lifestyle,7,"Fashion Styling, Fashion Photography, Fashion Blogging",Bachelor's Degree in Fashion Design,3.0,500.0,1100000.0,65000.0,5.0,INTP,250000,Omar, Al-Khaleel,Fashion & Lifestyle,,Fashion Styling, Fashion Photography, Fashion Blogging
275,Maya Al-Ahmadi,Female,26,Saudi Arabian,5,Beauty & Makeup,9,"Makeup Artistry, Skincare, Beauty Vlogging",Bachelor's Degree in Cosmetology,2.0,350.0,800000.0,40000.0,4.0,ESFP,150000,Maya, Al-Ahmadi,Beauty & Makeup,,Makeup Artistry, Skincare, Beauty Vlogging
276,Ali Al-Malik,Male,32,Saudi Arabian,9,Photography & Travel,8,"Photography, Videography, Travel Writing",Self-Taught,4.0,600.0,1300000.0,75000.0,5.0,ISTJ,300000,Ali, Al-Malik,Photography & Travel,,Photography, Videography, Travel Writing
277,Layla Omar,Female,33,Omani,8,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3.0,450.0,950000.0,50000.0,4.0,ENTJ,220000,Layla, Omar,Comedy,,Stand-up Comedy, Improvisation, Writing
278,Ahmad Ibrahim,Male,29,Saudi Arabian,6,Fitness & Nutrition,8,"Personal Training, Nutrition Coaching, Fitness Modeling",Bachelor's Degree in Nutrition,2.0,400.0,900000.0,45000.0,4.0,INFP,200000,Ahmad, Ibrahim,Fitness & Nutrition,,Personal Training, Nutrition Coaching, Fitness Modeling
279,Fatima Al-Khouri,Female,27,Emirati,5,Fashion & Lifestyle,7,"Fashion Design, Modeling, Fashion Blogging",Bachelor's Degree in Fashion Design,2.0,350.0,800000.0,40000.0,4.0,ESFJ,150000,Fatima, Al-Khouri,Fashion & Lifestyle,,Fashion Design, Modeling, Fashion Blogging
280,Hassan Abdullah,Male,34,Saudi Arabian,8,Technology,9,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,4.0,600.0,1200000.0,70000.0,5.0,INTJ,250000,Hassan, Abdullah,Technology,,Software Engineering, Data Science, Artificial Intelligence
281,Aisha Al-Nasr,Female,28,Saudi Arabian,6,Gaming & Esports,8,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2.0,300.0,750000.0,35000.0,4.0,ISFP,180000,Aisha, Al-Nasr,Gaming & Esports,,Gaming Skills, Strategy, Esports Commentary
282,Yasir Al-Awadi,Male,31,Kuwaiti,7,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ENFP,230000,Yasir, Al-Awadi,Music,,Singing, Songwriting, Music Production
283,Leila Al-Farsi,Female,29,Omani,6,Food & Cooking,8,"Culinary Skills, Recipe Development, Food Blogging",Culinary School,3.0,450.0,950000.0,50000.0,4.0,ENFJ,220000,Leila, Al-Farsi,Food & Cooking,,Culinary Skills, Recipe Development, Food Blogging
284,Ahmed Ibrahim,Male,33,Saudi Arabian,8,Travel & Adventure,7,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2.0,400.0,850000.0,45000.0,4.0,INTP,200000,Ahmed, Ibrahim,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
285,Hana Al-Salem,Female,30,Saudi Arabian,7,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3.0,500.0,1100000.0,65000.0,5.0,ISFJ,230000,Hana, Al-Salem,Parenting & Family,,Parenting Tips, Child Psychology, Family Vlogging
286,Khalid Al-Abadi,Male,28,Saudi Arabian,6,Lifestyle & Wellness,8,"Yoga, Meditation, Holistic Health",Bachelor's Degree in Psychology,2.0,400.0,850000.0,45000.0,4.0,ISTP,180000,Khalid, Al-Abadi,Lifestyle & Wellness,,Yoga, Meditation, Holistic Health
287,Lina Al-Khalifa,Female,31,Bahraini,7,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ENFP,230000,Lina, Al-Khalifa,Music,,Singing, Songwriting, Music Production
288,Fahad Al-Rashid,Male,32,Saudi Arabian,7,Fashion & Beauty,7,"Fashion Styling, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,3.0,500.0,1000000.0,60000.0,5.0,ISTJ,250000,Fahad, Al-Rashid,Fashion & Beauty,,Fashion Styling, Makeup Artistry, Fashion Blogging
289,Rania Ibrahim,Female,28,Saudi Arabian,6,Technology,8,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,3.0,550.0,1200000.0,70000.0,5.0,ESFP,280000,Rania, Ibrahim,Technology,,Software Engineering, Data Science, Artificial Intelligence
290,Majid Al-Khalaf,Male,29,Saudi Arabian,6,Gaming & Esports,7,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2.0,300.0,750000.0,35000.0,4.0,ISTP,180000,Majid, Al-Khalaf,Gaming & Esports,,Gaming Skills, Strategy, Esports Commentary
291,Salma Al-Najjar,Female,32,Saudi Arabian,7,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3.0,450.0,950000.0,50000.0,4.0,ENFJ,220000,Salma, Al-Najjar,Comedy,,Stand-up Comedy, Improvisation, Writing
292,Liam Smith,Male,28,British,6,Fitness & Nutrition,8,"Personal Training, Nutrition Coaching, Fitness Modeling",Bachelor's Degree in Nutrition,3.0,400.0,850000.0,45000.0,4.0,ISTJ,200000,Liam, Smith,Fitness & Nutrition,,Personal Training, Nutrition Coaching, Fitness Modeling
293,Ella Johnson,Female,33,Canadian,8,Fashion & Beauty,7,"Fashion Design, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,2.0,350.0,800000.0,40000.0,4.0,ENFJ,180000,Ella, Johnson,Fashion & Beauty,,Fashion Design, Makeup Artistry, Fashion Blogging
294,Mohammed Rahman,Male,30,Bangladeshi,7,Technology,9,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,4.0,600.0,1200000.0,70000.0,5.0,INTJ,250000,Mohammed, Rahman,Technology,,Software Engineering, Data Science, Artificial Intelligence
295,Ava Martinez,Female,29,Mexican,6,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Tourism,3.0,500.0,1000000.0,60000.0,5.0,INFJ,220000,Ava, Martinez,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
296,Noah Lee,Male,31,Korean,8,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ENTP,230000,Noah, Lee,Music,,Singing, Songwriting, Music Production
297,Sophia Kim,Female,27,Korean,5,Food & Cooking,8,"Culinary Skills, Recipe Development, Food Styling",Culinary School,2.0,350.0,800000.0,40000.0,4.0,ESFP,150000,Sophia, Kim,Food & Cooking,,Culinary Skills, Recipe Development, Food Styling
298,William Wong,Male,35,Chinese,9,Gaming & Esports,9,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,4.0,550.0,1100000.0,65000.0,5.0,ISTP,280000,William, Wong,Gaming & Esports,,Gaming Skills, Strategy, Esports Commentary
299,Olivia Liu,Female,30,Chinese,8,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3.0,450.0,950000.0,50000.0,4.0,ENFP,220000,Olivia, Liu,Comedy,,Stand-up Comedy, Improvisation, Writing
300,James Chen,Male,29,Chinese,6,Fashion & Lifestyle,7,"Fashion Styling, Fashion Photography, Fashion Blogging",Bachelor's Degree in Fashion Design,3.0,500.0,1100000.0,65000.0,5.0,INTJ,250000,James, Chen,Fashion & Lifestyle,,Fashion Styling, Fashion Photography, Fashion Blogging
301,Emma Chang,Female,26,Chinese,5,Beauty & Makeup,9,"Makeup Artistry, Skincare, Beauty Vlogging",Bachelor's Degree in Cosmetology,2.0,400.0,850000.0,45000.0,4.0,ISFP,200000,Emma, Chang,Beauty & Makeup,,Makeup Artistry, Skincare, Beauty Vlogging
302,Alexander Nguyen,Male,32,Vietnamese,7,Photography & Travel,8,"Photography, Videography, Travel Writing",Self-Taught,4.0,600.0,1300000.0,75000.0,5.0,ISTJ,300000,Alexander, Nguyen,Photography & Travel,,Photography, Videography, Travel Writing
303,Isabella Tran,Female,28,Vietnamese,6,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3.0,450.0,950000.0,50000.0,4.0,ESTJ,220000,Isabella, Tran,Comedy,,Stand-up Comedy, Improvisation, Writing
304,Daniel Martinez,Male,30,Mexican,7,Technology,9,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,4.0,600.0,1200000.0,70000.0,5.0,INTJ,250000,Daniel, Martinez,Technology,,Software Engineering, Data Science, Artificial Intelligence
305,Mia Rodriguez,Female,29,Mexican,6,Gaming & Esports,8,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2.0,400.0,900000.0,45000.0,4.0,INFP,200000,Mia, Rodriguez,Gaming & Esports,,Gaming Skills, Strategy, Esports Commentary
306,Jayden Fernandez,Male,33,Spanish,8,Fashion & Beauty,7,"Fashion Styling, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,3.0,500.0,1000000.0,60000.0,5.0,ENTP,250000,Jayden, Fernandez,Fashion & Beauty,,Fashion Styling, Makeup Artistry, Fashion Blogging
307,Sofia Lopez,Female,27,Spanish,6,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ESFP,280000,Sofia, Lopez,Music,,Singing, Songwriting, Music Production
308,David Garcia,Male,35,Spanish,8,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3.0,450.0,950000.0,50000.0,4.0,INFJ,220000,David, Garcia,Food & Cooking,,Cooking, Recipe Development, Food Blogging
309,Camila Hernandez,Female,28,Spanish,6,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2.0,400.0,850000.0,45000.0,4.0,INTP,200000,Camila, Hernandez,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
310,Lucas Martinez,Male,29,Mexican,6,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3.0,500.0,1100000.0,65000.0,5.0,ISFJ,230000,Lucas, Martinez,Parenting & Family,,Parenting Tips, Child Psychology, Family Vlogging
311,Valentina Gomez,Female,31,Mexican,7,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ENFP,230000,Valentina, Gomez,Music,,Singing, Songwriting, Music Production
312,Diego Suarez,Male,28,Mexican,6,Fashion & Beauty,8,"Fashion Design, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,3.0,500.0,1000000.0,60000.0,5.0,ISTJ,250000,Diego, Suarez,Fashion & Beauty,,Fashion Design, Makeup Artistry, Fashion Blogging
313,Gabriela Garcia,Female,30,Mexican,7,Technology,8,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,3.0,550.0,1200000.0,70000.0,5.0,ESFP,280000,Gabriela, Garcia,Technology,,Software Engineering, Data Science, Artificial Intelligence
314,Javier Hernandez,Male,29,Mexican,6,Gaming & Esports,7,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2.0,300.0,750000.0,35000.0,4.0,ISTP,180000,Javier, Hernandez,Gaming & Esports,,Gaming Skills, Strategy, Esports Commentary
315,Valeria Martinez,Female,32,Mexican,7,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3.0,450.0,950000.0,50000.0,4.0,ENFJ,220000,Valeria, Martinez,Comedy,,Stand-up Comedy, Improvisation, Writing
316,Carlos Gomez,Male,30,Mexican,8,Food & Cooking,7,"Cooking, Recipe Development, Food Styling",Culinary School,3.0,450.0,950000.0,50000.0,4.0,INFJ,220000,Carlos, Gomez,Food & Cooking,,Cooking, Recipe Development, Food Styling
317,Sofia Ramirez,Female,28,Mexican,6,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2.0,400.0,850000.0,45000.0,4.0,ISTP,180000,Sofia, Ramirez,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
318,Emily Baker,Female,27,American,6,Fitness & Nutrition,8,"Personal Training, Nutrition Coaching, Fitness Modeling",Bachelor's Degree in Nutrition,3.0,400.0,850000.0,45000.0,4.0,ISTJ,200000,Emily, Baker,Fitness & Nutrition,,Personal Training, Nutrition Coaching, Fitness Modeling
319,Elijah Brown,Male,31,American,7,Fashion & Beauty,7,"Fashion Design, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,2.0,350.0,800000.0,40000.0,4.0,ENFJ,180000,Elijah, Brown,Fashion & Beauty,,Fashion Design, Makeup Artistry, Fashion Blogging
320,Ava Patel,Female,29,Indian,6,Technology,9,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,4.0,600.0,1200000.0,70000.0,5.0,INTJ,250000,Ava, Patel,Technology,,Software Engineering, Data Science, Artificial Intelligence
321,Ethan Nguyen,Male,30,Vietnamese,8,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Tourism,3.0,500.0,1000000.0,60000.0,5.0,INFJ,220000,Ethan, Nguyen,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
322,Sophia Kim,Female,27,Korean,5,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ENTP,230000,Sophia, Kim,Music,,Singing, Songwriting, Music Production
323,William Chen,Male,35,Chinese,9,Food & Cooking,8,"Culinary Skills, Recipe Development, Food Styling",Culinary School,4.0,550.0,1100000.0,65000.0,5.0,ESTJ,280000,William, Chen,Food & Cooking,,Culinary Skills, Recipe Development, Food Styling
324,Olivia Rodriguez,Female,30,Mexican,8,Gaming & Esports,9,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2.0,400.0,900000.0,45000.0,4.0,INFP,200000,Olivia, Rodriguez,Gaming & Esports,,Gaming Skills, Strategy, Esports Commentary
325,James Garcia,Male,28,Spanish,6,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3.0,450.0,950000.0,50000.0,4.0,ENFP,220000,James, Garcia,Comedy,,Stand-up Comedy, Improvisation, Writing
326,Emma Martinez,Female,32,Mexican,7,Fashion & Lifestyle,7,"Fashion Styling, Fashion Photography, Fashion Blogging",Bachelor's Degree in Fashion Design,3.0,500.0,1100000.0,65000.0,5.0,INTJ,250000,Emma, Martinez,Fashion & Lifestyle,,Fashion Styling, Fashion Photography, Fashion Blogging
327,Daniel Lopez,Male,29,Mexican,6,Beauty & Makeup,9,"Makeup Artistry, Skincare, Beauty Vlogging",Bachelor's Degree in Cosmetology,2.0,400.0,850000.0,45000.0,4.0,ISFP,200000,Daniel, Lopez,Beauty & Makeup,,Makeup Artistry, Skincare, Beauty Vlogging
328,Sophia Nguyen,Female,31,Vietnamese,7,Photography & Travel,8,"Photography, Videography, Travel Writing",Self-Taught,4.0,600.0,1300000.0,75000.0,5.0,ISTJ,300000,Sophia, Nguyen,Photography & Travel,,Photography, Videography, Travel Writing
329,Alexander Tran,Male,28,Vietnamese,6,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3.0,450.0,950000.0,50000.0,4.0,ESTJ,220000,Alexander, Tran,Comedy,,Stand-up Comedy, Improvisation, Writing
330,Mia Garcia,Female,30,Mexican,7,Technology,9,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,4.0,600.0,1200000.0,70000.0,5.0,INTJ,250000,Mia, Garcia,Technology,,Software Engineering, Data Science, Artificial Intelligence
331,Noah Hernandez,Male,29,Mexican,6,Gaming & Esports,8,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2.0,400.0,900000.0,45000.0,4.0,INFP,200000,Noah, Hernandez,Gaming & Esports,,Gaming Skills, Strategy, Esports Commentary
332,Isabella Rodriguez,Female,32,Mexican,7,Fashion & Beauty,7,"Fashion Styling, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,3.0,500.0,1000000.0,60000.0,5.0,ENFP,230000,Isabella, Rodriguez,Fashion & Beauty,,Fashion Styling, Makeup Artistry, Fashion Blogging
333,Liam Gomez,Male,30,Mexican,8,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ESFP,280000,Liam, Gomez,Music,,Singing, Songwriting, Music Production
334,Sophia Martinez,Female,28,Mexican,6,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3.0,450.0,950000.0,50000.0,4.0,INFJ,220000,Sophia, Martinez,Food & Cooking,,Cooking, Recipe Development, Food Blogging
335,Oliver Garcia,Male,32,Mexican,7,Travel & Adventure,7,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2.0,400.0,850000.0,45000.0,4.0,INTP,200000,Oliver, Garcia,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
336,Ava Rodriguez,Female,29,Mexican,6,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3.0,500.0,1100000.0,65000.0,5.0,ISFJ,230000,Ava, Rodriguez,Parenting & Family,,Parenting Tips, Child Psychology, Family Vlogging
337,Noah Hernandez,Male,31,Mexican,8,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ENFP,230000,Noah, Hernandez,Music,,Singing, Songwriting, Music Production
338,Isabella Nguyen,Female,27,Vietnamese,6,Beauty & Makeup,8,"Makeup Artistry, Skincare, Beauty Blogging",Bachelor's Degree in Cosmetology,2.0,400.0,850000.0,45000.0,4.0,ESFJ,200000,Isabella, Nguyen,Beauty & Makeup,,Makeup Artistry, Skincare, Beauty Blogging
339,Liam Chen,Male,34,Chinese,7,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3.0,450.0,950000.0,50000.0,4.0,ESTJ,220000,Liam, Chen,Comedy,,Stand-up Comedy, Improvisation, Writing
340,Emma Nguyen,Female,29,Vietnamese,6,Food & Cooking,8,"Culinary Skills, Recipe Development, Food Styling",Culinary School,3.0,450.0,950000.0,50000.0,4.0,ENFJ,220000,Emma, Nguyen,Food & Cooking,,Culinary Skills, Recipe Development, Food Styling
341,Daniel Kim,Male,30,Korean,7,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Tourism,2.0,400.0,850000.0,45000.0,4.0,INTP,200000,Daniel, Kim,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
342,Sophia Hernandez,Female,28,Mexican,6,Fashion & Beauty,7,"Fashion Design, Modeling, Fashion Blogging",Bachelor's Degree in Fashion Design,3.0,500.0,1100000.0,65000.0,5.0,ISFJ,230000,Sophia, Hernandez,Fashion & Beauty,,Fashion Design, Modeling, Fashion Blogging
343,Alexander Nguyen,Male,33,Vietnamese,8,Technology,8,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,3.0,550.0,1200000.0,70000.0,5.0,ESFP,280000,Alexander, Nguyen,Technology,,Software Engineering, Data Science, Artificial Intelligence
344,Olivia Kim,Female,27,Korean,6,Gaming & Esports,7,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2.0,300.0,750000.0,35000.0,4.0,ISTP,180000,Olivia, Kim,Gaming & Esports,,Gaming Skills, Strategy, Esports Commentary
345,James Nguyen,Male,35,Vietnamese,8,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ENFP,230000,James, Nguyen,Music,,Singing, Songwriting, Music Production
346,Emma Lee,Female,28,Korean,6,Food & Cooking,8,"Culinary Skills, Recipe Development, Food Styling",Culinary School,3.0,450.0,950000.0,50000.0,4.0,INFJ,220000,Emma, Lee,Food & Cooking,,Culinary Skills, Recipe Development, Food Styling
347,Noah Kim,Male,30,Korean,7,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3.0,450.0,950000.0,50000.0,4.0,ESTJ,220000,Noah, Kim,Comedy,,Stand-up Comedy, Improvisation, Writing
348,Sophia Nguyen,Female,29,Vietnamese,6,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2.0,400.0,850000.0,45000.0,4.0,INTP,200000,Sophia, Nguyen,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
349,Alexander Tran,Male,31,Vietnamese,7,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3.0,500.0,1100000.0,65000.0,5.0,ISFJ,230000,Alexander, Tran,Parenting & Family,,Parenting Tips, Child Psychology, Family Vlogging
350,Olivia Nguyen,Female,27,Vietnamese,6,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ENFP,230000,Olivia, Nguyen,Music,,Singing, Songwriting, Music Production
351,James Kim,Male,32,Korean,7,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3.0,450.0,950000.0,50000.0,4.0,INFJ,220000,James, Kim,Food & Cooking,,Cooking, Recipe Development, Food Blogging
352,Emma Nguyen,Female,28,Vietnamese,6,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2.0,400.0,850000.0,45000.0,4.0,INTP,200000,Emma, Nguyen,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
353,Oliver Tran,Male,30,Vietnamese,7,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3.0,500.0,1100000.0,65000.0,5.0,ISFJ,230000,Oliver, Tran,Parenting & Family,,Parenting Tips, Child Psychology, Family Vlogging
354,Sophia Nguyen,Female,29,Vietnamese,6,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ENFP,230000,Sophia, Nguyen,Music,,Singing, Songwriting, Music Production
